-,"AC
        Type",AC Type,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln
ACCIDENT DETAILS,Ilyushin IL-18B,Ilyushin IL-18BCCCP-75538,107   (passengers:99  crew:8),"November 16, 1967",107   (passengers:99  crew:8),2230,0,"Near Sverdlovsk, Russia",Aeroflot,CCCP-75538,Sverdlovsk  - Tashken,The plane climbed to 700 ft. and crashed into the ground. Malfunctioning artificial horizon and compass.,2103,1967,184007002
ACCIDENT DETAILS,Convair CV-880-22-1,Convair CV-880-22-1N821TW,82   (passengers:75  crew:7),"November 20, 1967",70   (passengers:65  crew:5),128,0,"Cincinnati International Airport, Covington/Hebron, Kentucky",Trans World Airlines,N821TW,Los Angeles - Cincinnati,The aircraft struck a tree short of the runway during an approach in snow. Procedural errors by the crew during the approach in adverse weather. The visual approach conducted at night and in deteriorating weather conditions without adequate altimeter cross-reference. The approach was conducted using visual reference to partially lighted irregular terrain which may have been conducive to producing an illusionary sense of adequate terrain clearance.,2057,1967,22-00-27
ACCIDENT DETAILS,de Havilland Canada C-7A Caribou,de Havilland Canada C-7A Caribou62-4175,26   (passengers:22  crew:4),"November 30, 1967",26   (passengers:22  crew:4),?,0,"Near Qui Nhon, South Vietnam",Military - U.S. Air Force,62-4175,Pleiku  Qui Nhon,The aircraft crashed and burned on a slope of a mountain in light rain and low visibility as it diverted to Nha.Trang from it scheduled landing at Qui Nhon.,1430,1967,?
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3XW-PFM,12   (passengers:2  crew:10),"December 07, 1967",10   (passengers:2  crew:8),?,0,"Muong Soui, Laos",Lao Cathay Airlines,XW-PFM,?,The cargo plane crashed inverted into a river.,?,1967,?
ACCIDENT DETAILS,Douglas DC-C-54A,Douglas DC-C-54AOB-R-148,72   (passengers:66  crew:6),"December 08, 1967",72   (passengers:66  crew:6),?,0,"Carpich Huanuco Mt., Peru",Faucett,OB-R-148,Huanuco - Tingo Maria,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria.",?,1967,10284
ACCIDENT DETAILS,Beechcraft 18H,Beechcraft 18HN390R,8   (passengers:7  crew:1),"December 10, 1967",7   (passengers:6  crew:1),-,0,"Near Madison, Wisconsin",Private,N390R,"Cleveland, OH - Madison WI","The twin engine aircraft went into a spin and crashed into the icy waters of  Lake Monona in heavy fog and sank. The plane was three miles from landing at Madison. Cause undetermined. Singer, Otis Redding, 26, killed, along with his vallet and  four members of his Bar-Kays band. Trumpet player, Ben Cauley was the only survivor.",1525,1967,BA-623
ACCIDENT DETAILS,Douglas C-47A,Douglas C-47AN65276,2   (passengers:0  crew:2),"December 21, 1967",2   (passengers:0  crew:2),?,0,"Denver, Colorado",Frontier Airlines,N65276,"Denver, CO - Scottsbluff, NE",The cargo plane crashed on takeoff. The failure of the crew to perform a pre-takeoff control check resulting in takeoff with the elevators immobilized by a control batten.,1600,1967,19202
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3HS-TDH,31   (passengers:28  crew:3),"December 25, 1967",4   (passengers:2  crew:2),002,0,"Chiang Mai, Thailand",Thai Airways,HS-TDH,Bangkok - Chiang Mai,"During poor weather and after a flyby, the pilot requested a Runway 18 approach. The pilot decided to make a visual approach along the middle of 3 diverging roads, which was aligned with the runway. Because of the fog, the pilot began his approach along the third road which extended to the Royal Thai Air Force fuel storage instead of Runway 18. When the aircraft got close to the ground, the pilot realized that he was approaching the wrong road. He tried to initiate a go-around but the aircraft became unstable as he raised the nose slipped to the left and stalled the plane. The No.1 engine hit the ground first, 200 meters from the airport.",1349,1967,9189
ACCIDENT DETAILS,Antonov AN-24B,Antonov AN-24BCCCP-46215,51   (passengers:46  crew:5),"December 30, 1967",44   (passengers:41  crew:3),A-51,0,"Liepaja, Latvia",Aeroflot,CCCP-46215,Riga - Liepaja,"During the approach to airplane was high above the glide slope. At an altitude of 250 m, 4 km from the runway, the crew added takeoff power and performed  a missed approach. Simultaneously  the right engine lost power. While the crew tried to feather the propeller, the aircraft lost altitude, rolled 40 degrees to the right and struck a snow-covered field about 500 m from the runway.",0828,1967,67302909
ACCIDENT DETAILS,Antonov An-24B,Antonov An-24BCCCP-47733,46   (passengers:39  crew:6),"January 06, 1968",45   (passengers:39  crew:6),1668,0,"Near Olekminsk, Russia",Aeroflot,CCCP-47733,Olekminsk - 	Lensk,Entered an uncontrolled descent and crashed 92 km from Olekminsk. The cause of the accident could not be determined.,1827,1968,69901001
ACCIDENT DETAILS,Sikorsky CH-53A (helicopter),Sikorsky CH-53A (helicopter)153710,42   (passengers:37  crew:5),"January 08, 1968",42   (passengers:37  crew:5),?,0,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,153710,?,Crashed into a mountain south of Dong Ha airfield.,1700,1968,?
ACCIDENT DETAILS,Douglas C-54P,Douglas C-54P50850,19   (passengers:12  crew:7),"January 10, 1968",19   (passengers:12  crew:7),?,0,"Near Copper Canyon, Nevada",Military - U.S. Marine Corps,50850,Buckley ANGB - Seattle NAS,"The aircraft hit Mt. Tobin 300 ft. below the peak and slid 1,000 ft. down the side of the mountain. Turbulent conditions caused the uncontrolled descent. The Salt Lake control center had, in response to its vector request, informed the crew that there were no storm cells and no reports of icing along the airway being used. As a result, the pilot was unaware that turbulence encountered would be hazardous, worse than that predicted at the time of take-off. These turbulent conditions apparently caused the uncontrolled descent of the aircraft into the ground. The pilot was technically not qualified for the type of aircraft and was aware of the general weather conditions and should have discontinued the flight..",1400,1968,10427
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3SU-AJG,4   (passengers:0  crew:4),"January 15, 1968",4   (passengers:0  crew:4),?,0,"Zifta, Egypt",United Arab Airlines,SU-AJG,Cairo - Beirut,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground.",0754,1968,?
ACCIDENT DETAILS,de Havilland DH-114 Heron 1B,de Havilland DH-114 Heron 1BF-OECD,16   (passengers:15  crew:1),"January 27, 1968",15   (passengers:14  crew:1),?,0,"Moroni, Comoro Islands",Air Comores,F-OECD,Dar es-Salaam - Moroni,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea.  Inadequate supervision of the flight by the pilot-in-command. While attempting to go-around, the flaps were fully extended.",?,1968,14040
ACCIDENT DETAILS,Antonov AN-12BP,Antonov AN-12BPBL534,102   (passengers:98  crew:4),"February 07, 1968",102   (passengers:98  crew:4),202,0,"Rohtang Pass, Northern India",Military - Indian Air Force,BL534,"Leh, Kashmir - Chandigarh, Punjab","Vanished without a trace over the Himalayas while en route. The remains of one victim from the plane were found in the Rohtang Pass in August 2003. The wreckage itself and other remains would be found in August 2005. Cause unknown, but believed to be premature descent due to bad weather, resulting in a collision with a mountain. On July 15, 2012 the debris was found over Dakka Glacier by mountaineers.",1500,1968,024003
ACCIDENT DETAILS,Boeing B-707-138B,Boeing B-707-138BN791SA,61   (passengers:52  crew:9),"February 07, 1968",1   (passengers:0  crew:1),322,1,"Vancouver, Canada",Canadian Pacific Air Lines,N791SA,Honolulu - Vancouver,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land. At the time of the accident, both pilots were on duty for more than 21 hours and their concentration and performances were diminished due to intense fatigue.",0558,1968,17698/44
ACCIDENT DETAILS,Boeing B-727-92C,Boeing B-727-92CB-1018,63   (passengers:52  crew:11),"February 16, 1968",21   (passengers:18  crew:3),10,2,"Linkuo, Taiwan",Civil Air Transport,B-1018,Hong Kong - Taipei,"The aircraft descended below the glideslope, struck trees and  a house, short of runway, at night, in poor weather. Pilot was not qualified to fly.",2120,1968,19175/339
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3XW-TAD,37   (passengers:34  crew:3),"February 24, 1968",37   (passengers:34  crew:3),?,0,"Ban Napa, Laos",Royal Air Lao,XW-TAD,Vientiane - Sayaboury,Crashed into the Mekong River. Engine failure.,?,1968,26696
ACCIDENT DETAILS,Ilyushin IL-18D,Ilyushin IL-18DCCCP-74252,84   (passengers:75  crew:9),"February 29, 1968",83   (passengers:74  crew:9),15,0,"Near Bratsk, Russia",Aeroflot,CCCP-74252,Krasnoyarsk - 	Petropavlovsk,After an emergency situation and emergency descent the plane broke apart at FL100 and crashed. One passenger survived. Fuel leak.,2243,1968,187010601
ACCIDENT DETAILS,Fairchild C-123K,Fairchild C-123K54-0590,49   (passengers:45  crew:4),"March 05, 1968",49   (passengers:45  crew:4),?,0,"Near Khe Sanh, South Vietnam",Military - U.S. Air Force,54-0590,Hue - Khe Sanh,The aircraft attempted a go-around after a small plane landed in front of it but was shot down by enemy ground fire. The plane was hit in the right turbine and crashed in flames.,0800,1968,20039
ACCIDENT DETAILS,Boeing B-707-328C,Boeing B-707-328CF-BLCJ,63   (passengers:52  crew:11),"March 06, 1968",63   (passengers:52  crew:11),212,0,"Basse-Terre, Guadeloupe, West Indies",Air France,F-BLCJ,Caracas - Pointe a Pitre,"After reporting the field in sight, the aircraft struck the ridge of a dormant volcano. The crew initiated a descent from an incorrectly identified point while flying VFR.",2032,1968,19724
ACCIDENT DETAILS,Fairchild F-27,Fairchild F-27PI-C871,14   (passengers:10  crew:4),"March 08, 1968",14   (passengers:10  crew:4),507,0,"Off Panay Island, Philippines",Air Manila,PI-C871,Manila - Lapu Lapu,"Cashed into the sea. In-flight structural failure due to air loads exceeding the design strength, while flying into a thunderstorm cell.",1918,1968,0019
ACCIDENT DETAILS,Douglas DC6B,Douglas DC6B43748,20   (passengers:12  crew:8),"March 09, 1968",19   (passengers:12  crew:7),?,0,"Near Saint Denis, Reunion",Military - French Air Force,43748,Saint Denis - Paris,Crashed into a hill shortly after taking off from the Indian Ocean island. The pilot did not follow the correct departure procedure of turning out towards the ocean after takeoff.,2317,1968,43748/314
ACCIDENT DETAILS,Vickers Viscount 803,Vickers Viscount 803EI-AOM,61   (passengers:57  crew:4),"March 24, 1968",61   (passengers:57  crew:4),712,0,"Off Wexford Harbor, Ireland",Aer Lingus,EI-AOM,Cork - London,"The aircraft was believed to have gone into a spin or spiral dive with recovery at about 12,000 ft. The dive apparently caused structural damage which resulted in the aircraft plunging into St George's Channel, 10 miles east of Carnsore Point. Possible causal factors may have been metal fatigue, corrosion, flutter (vibration) or a bird strike.",1059,1968,178
ACCIDENT DETAILS,McDonnell Douglas DC-9 and Cessna 150F,McDonnell Douglas DC-9 and Cessna 150FN970Z/N8669G,51   (passengers:45  crew:6),"March 27, 1968",2   (passengers:1  crew:1),?,0,"St. Louis, Missouri",Ozark Air Lines / Private,N970Z/N8669G,"Peoria, IL - St. Louis, MO","Midair collision. Both planes were in a landing pattern. The collision resulted in damage to the DC9's wing with fuel pouring out but the plane was able to make a safe landing.  Two killed on the Cessna, no one killed on the DC-9.  Inadequacy of current VFR standards. The DC-9 crew not sighting the Cessna in time to avoid it. Congested traffic pattern.",1757,1968,45772/30
ACCIDENT DETAILS,MiG-15 UTI,MiG-15 UTI?,2   (passengers:0  crew:2),"March 27, 1968",2   (passengers:0  crew:2),?,0,"Near Moscow, Russia",Military - Russian Air Force,?,?,"Soviet cosmonaut Yuri Gagarin, 34, the first man in space, was killed along with his instructor, when the military fighter they were training in crashed approximately 30 miles east of Moscow. Some reports suggest the fighter jet flew into the wake turbulence of another aircraft.",1031,1968,?
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3CC-CBM,36   (passengers:33  crew:3),"April 08, 1968",36   (passengers:33  crew:3),?,0,"Near Coyhaique, Chile",Ladeco,CC-CBM,Santiago - Coihaique,Crashed while on approach 5 minutes from its destination. Failure of the right wing due to turbulence.,?,1968,6330
ACCIDENT DETAILS,Boeing B-707-465,Boeing B-707-465G-ARWE,127   (passengers:116  crew:11),"April 08, 1968",5   (passengers:4  crew:1),712,0,"Heathrow Airport, London, England",British Overseas Airways,G-ARWE,London - Zurich,"Shortly after leaving the runway during takeoff the No. 2 engine caught fire. Through some confusion, the crew did not pull the fire shutoff handle. The fire continued to burn and while attempting to land, the No. 2 engine fell away. After the plane came to a stop, the wing tank exploded.",1535,1968,18373
ACCIDENT DETAILS,Douglas DC-3,Douglas DC-3XA-GEV,18   (passengers:14  crew:4),"April 10, 1968",18   (passengers:14  crew:4),?,0,"Near Mexico City, Mexico",Aerovias Rojas,XA-GEV,Aguascalientes - Mexico City,While operating on its inaugural flight the aircraft crashed into a mountain en route after getting lost.,?,1968,7339
ACCIDENT DETAILS,Bell UH-1H / Bell UH-1H (helicopter),Bell UH-1H / Bell UH-1H (helicopter)6616441/6717255,26   (passengers:?  crew:?),"April 19, 1968",26   (passengers:?  crew:?),?,0,"Near Cheo Reo, South Vietnam",Military - U.S. Army / Military - U.S. Army,6616441/6717255,?,"A mid-air collision occurred between the two helicopters at about 1,000 ft. altitude.",1045,1968,?
ACCIDENT DETAILS,Boeing B-707-344C,Boeing B-707-344CZS-EUW,128   (passengers:116  crew:12),"April 20, 1968",123   (passengers:111  crew:12),228/129,0,"Near Windhoek, South-West  Africa (Namibia)",South African Airways,ZS-EUW,Windhoek - Luanda,"The aircraft took off from J. G. Strijdom Airport, climbed to an altitude of 600 ft. and then descended, crashing, about one minute after taking off 3 miles from the runway. Procedural errors during takeoff . Takeoff conditions in total darkness with no external visual reference. Stabilizer trim improperly set, spatial disorientation and preoccupation with after takeoff duties.",2050,1968,19705
ACCIDENT DETAILS,Lockheed Martin L-100-10,Lockheed Martin L-100-1064145,22   (passengers:18  crew:4),"April 30, 1968",22   (passengers:18  crew:4),?,0,"Near Chaklala, West Pakistan",Military - Pakistan Air Force,64145,?,"Crashed while en route after encountering turbulence, possibly leading to a break-up of the aircraft.",?,1968,?
