-,AC Type,AC Type.1,Aboard,Date,Fatalities,Flight #,Ground,Location,Operator,Registration,Route,Summary,Time,Year,cn / ln,Operator Country,rule_based_category,processed_summary,x,y,kmeans_cluster,hybrid_category,kmeans_cluster_interpretation,category_id
ACCIDENT DETAILS,Hawker Siddeley HS-748-235 Srs. 2A,Hawker Siddeley HS-748-235 Srs. 2APP-VDN,15   (passengers:11  crew:4),"June 17, 1975",1   (passengers:0  crew:1),?,3,"Pedro Alfonso, Brazil",Varig,PP-VDN,Sao Paulo - Porto Nacional - Pedro Afonso - Belém,"The aircraft landed with excessive speed and touched down on the last 300 meters of the runway, overran the runway, crossed a street and crashed into a house.",?,1975,1625,Brazil,Infrastructure collision,landed excessive speed touched last meter overran crossed street house,0.058858567538070374,-0.029894035468031984,5,Infrastructure collision,Infrastructure collision,5
ACCIDENT DETAILS,Boeing B-727-225,Boeing B-727-225N8845E,124   (passengers:116  crew:8),"June 24, 1975",113   (passengers:107  crew:6),66,0,"JFK Airport, New York, New York",Eastern Air Lines,N8845E,New Orleans - New York City,"The aircraft crashed into the approach lights to runway 22L at JFK while on an ILS approach to the runway. Aircraft's encounter with heavy rain and a very strong thunderstorm that was located astride the ILS localizer course which resulted in a high descent rate into approach light towers.The flightcrew's delayed recognition and correction of the high descent rate and their reliance upon visual cues rather than on flight instrument reference. However, the adverse winds might have been too severe for a successful approach and landing even had they relied upon and responded rapidly to the indications of the flight instruments.Contributing to the accident was the continued use of Runway 22L when it should have become evident to both air traffic control personnel and the flightcrew that a severe weather hazard existed along the approach path.",1605,1975,20443/837,United States of America,Weather-related,light jfk il encounter heavy rain thunderstorm located astride il localizer course high descent rate light tower flightcrew delayed recognition correction high descent rate reliance upon visual cue rather instrument reference however adverse wind might severe successful landing even relied upon responded rapidly indication instrument accident evident air traffic control personnel flightcrew severe weather hazard existed path,0.17723300383024235,0.02338245790889498,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Beechcraft E18S,Beechcraft E18SN791A,2   (passengers:1  crew:1),"June 26, 1975",2   (passengers:1  crew:1),?,0,"Toledo, Ohio",Hamilton Aviation,N791A,"Detroit, MI - Peducah, KY",Crashed in an emergency landing. Fatigue fracture of the cylinder head. Standpipe cutoff flush with bottom of oil tank. Improper maintenance.,2228,1975,?,United States of America,Pilot error,emergency landing fatigue fracture cylinder head standpipe cutoff flush bottom oil tank improper maintenance,0.10062847753125413,-0.0889362422605891,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Lockheed L-188AF Electra,Lockheed L-188AF ElectraHK-1976,4   (passengers:0  crew:4),"July 10, 1975",2   (passengers:0  crew:2),?,0,"Bogota, Colombia",Aerovias Condor,HK-1976,Bogota  - Barranquilla,The cargo plane barely took off when it settled back on the runway and crashed into a DC-6. Both planes destroyed.,?,1975,1087,Colombia,Cargo mishandling,cargo barely settled plane destroyed,0.10095647533626277,-0.002502518763972693,0,Cargo mishandling,Cargo mishandling,0
ACCIDENT DETAILS,Yakovlev YAK-40,Yakovlev YAK-40CCCP-87475,40   (passengers:35  crew:5),"July 15, 1975",40   (passengers:35  crew:5),E-15,0,"Near Batumi, Georgia, USSR",Aeroflot,CCCP-87475,Yerevan - Batumi,The aircraft struck a mountain after an attempted go-around. Deviation from the standard trajectory for a missed approach. Misinformation supplied to crew.,1234,1975,9442037,Kazakhstan,Weather-related,struck mountain attempted deviation standard trajectory missed misinformation supplied,0.17194312896040476,0.17903115003030554,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Vickers 837 Viscount,Vickers 837 ViscountB-2029,75   (passengers:70  crew:5),"July 31, 1975",27   (passengers:27  crew:0),134,0,"Taipei, Taiwan",Far Eastern Air Transport,B-2029,Hualien - Taipei,"Stalled and crashed during thunderstorm while attempting to land for a second time. The pilot attempted a go around but the plane did not respond, the wing hit the ground and the plane crashed. The pilot decided to pull up too late for another try at landing and failed to operate the plane properly while doing so.",?,1975,439,China,Pilot error,stalled thunderstorm land attempted respond wing hit ground pull landing failed operate properly,0.2438789022883254,-0.08746873408130501,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Boeing B-707-321C,Boeing B-707-321CJY-AEE,188   (passengers:181  crew:7),"August 03, 1975",188   (passengers:181  crew:7),?,0,"Near Immouzer, Morocco",Alia Royal Jordanian Airlines,JY-AEE,Paris - Agadir,"The aircraft was on approach when the right wing tip and No. 4 engine struck a mountain peak at 2,400 feet.  Part of the wing separated and the plane crashed into a ravine. Crew error.",0430,1975,18767/376,Jordan,Mechanical failure,wing tip engine struck mountain peak foot wing separated ravine error,0.24941746851804322,0.049432636955793585,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Douglas DC-47,Douglas DC-47412,20   (passengers:17  crew:3),"August 03, 1975",20   (passengers:17  crew:3),?,0,"Off Amapala, Honduras",Military - Nicaraguan Air Force,412,Veracruz - Managua,"The plane was unable to land at Ilopango, El Salvador to refuel because of adverse weather conditions. The plane most likely ran out of fuel and crashed into the Pacific Ocean.",1930,1975,?,,Fuel-related,unable land ilopango salvador refuel adverse weather condition likely ran fuel pacific ocean,0.21304410985923244,0.08986554941612727,4,Fuel-related,Fuel-related,4
ACCIDENT DETAILS,Boeing B-727-224,Boeing B-727-224N88777,131   (passengers:124  crew:7),"August 07, 1975",0   (passengers:0  crew:0),426,0,"Denver, Colorado",Continental Airlines,N88777,Denver - Wichita,"The aircraft climbed to about 100 feet above runway 35L and then crashed near the departure end of the runway. At the time of the accident, a thunderstorm with associated rain showers was moving over the northern portion of the airport. The aircraft's encounter, immediately following takeoff, with severe windshear at an altitude and airspeed which precluded recovery to level flight.",1611,1975,19798/608,United States of America,Weather-related,climbed foot near departure end accident thunderstorm associated rain shower moving northern portion encounter immediately following takeoff severe windshear altitude airspeed precluded recovery level,0.14395976388881984,-0.04180553132787901,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Ilyushin IL-14M,Ilyushin IL-14M	 CCCP-52056,11   (passengers:6  crew:5),"August 09, 1975",11   (passengers:6  crew:5),?,0,"Bagdarin, Russia",Aeroflot,CCCP-52056,Chita - Bagdarin,The crew deviated from the approach pattern and collided with terrain obscured by clouds 28 km from Bagdarin.,1027,1975,7342804,Kazakhstan,Weather-related,deviated pattern collided terrain obscured cloud bagdarin,0.06218829858209014,0.03789489609448683,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Yakovlev YAK-40,Yakovlev YAK-40CCCP-87323,38   (passengers:34  crew:4),"August 15, 1975",23   (passengers:21  crew:2),A-053,0,"Krasnovodsk, USSR",Aeroflot,CCCP-87323,?,The plane descended below the glidepath and crashed. Windshear.,2201,1975,9330230,Kazakhstan,Weather-related,descended glidepath windshear,0.03621001806138074,0.012190692318809891,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Ilyushin IL-62,Ilyushin IL-62OK-DBF,128   (passengers:117  crew:11),"August 20, 1975",126   (passengers:115  crew:11),542,0,"Near Damascus, Syria",Ceskoslovenske Aerolinie,OK-DBF,"Prague, Czechoslovakia - Damascus, Syria","The airliner crashed into a sandy knoll, 10 miles NE of Damascus during an approach to Damascus International Airport. Failure of the crew to maintain the minimum flight altitude.",0115,1975,31502,Slovakia,Mechanical failure,airliner sandy knoll mile damascus damascus international failure altitude,0.17094622828603406,-0.06922675514933962,6,Mechanical failure,Mechanical failure,6
ACCIDENT DETAILS,Fairchild F-27B,Fairchild F-27BN4904,32   (passengers:28  crew:4),"August 30, 1975",10   (passengers:7  crew:3),99,0,"Near Gambell, Alaska",Wien Air Alaska,N4904,Nome - Gambell,"After several landing attempts, the aircraft crashed into Sevuokuk Mountain, in fog, while attempting to land at Gambell Airport. The flightcrew's failure to adhere to prescribed company instrument approach procedures while attempting to land in adverse weather conditions.",1357,1975,21,United States of America,Pilot error,landing attempt sevuokuk mountain fog land gambell flightcrew failure adhere prescribed company instrument procedure land adverse weather condition,0.3340805373891262,0.15891709917879906,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Tupolev TU-134,Tupolev TU-134DM-SCD,34   (passengers:28  crew:6),"September 01, 1975",27   (passengers:24  crew:3),?,0,"Leipzig-Halle, East Germany",Interflug,DM-SCD,Stuttgart - Leipzig,"The aircraft descended below the glide path and struck a radio tower short of the runway. The captain was sentenced to 5 years in prison, the co-pilot, navigator and radio officer received 3 year sentences each. The plane collided with the radio tower because the pilot was flying below the minimum flight altitude.",0800,1975,9350702,,Weather-related,descended glide path struck radio tower captain sentenced year prison navigator radio officer received year sentence collided radio tower flying altitude,0.10646196804816103,0.018596654608860667,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Douglas C-47-DL,Douglas C-47-DLET-ABX,9   (passengers:6  crew:3),"September 11, 1975",1   (passengers:1  crew:0),?,0,"Near Bahar Dar, Ethiopia",Ethiopian Airlines,ET-ABX,Bahar Dar - Debra Marcos,"The plane was flying at FL 115 under VFR in scattered clouds. When breaking through a cloud bank a mountain was seen up ahead. A steep climbing turn was initiated, but the tail struck trees, control was lost and the aircraft crashed inverted.",1020,1975,4292,Ethiopia,Weather-related,flying vfr scattered cloud breaking cloud bank mountain ahead steep climbing initiated tail struck tree control lost inverted,0.2080286232501881,0.09867603859436358,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Fokker F-28 Fellowship 1000,Fokker F-28 Fellowship 1000PK-GVC,61   (passengers:57  crew:4),"September 24, 1975",25   (passengers:21  crew:4),150,1,"Near Palembang, Indonesia",Garuda Indonesia Airlines,PK-GVC,Jakarta - Palembang,Landed short and struck trees while on approach in poor weather. VFR flight in weather conditions below minima.,?,1975,11039,Indonesia,Weather-related,landed struck tree poor weather vfr weather condition minimum,0.33796660325349515,0.2988914906481301,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,Tupolev TU-154B,Tupolev TU-154BHA-LCI,60   (passengers:50  crew:10),"September 30, 1975",60   (passengers:50  crew:10),?,0,"Off Beirut, Lebanon",Malev Hungarian Airlines,HA-LCI,"Budapest - Beirut, Lebanon",The aircraft crashed into the Mediterranean sea while on approach. The ILS localizer was down at the time but a visible approach was possible. Cause unknown.,0240,1975,053,Hungary,Shot down/Military action,mediterranean sea il localizer unknown,0.05297315740562824,-0.014493558507442,8,Shot down/Military action,Shot down/Military action,8
ACCIDENT DETAILS,Yakovlev Yak-40,Yakovlev Yak-40CCCP-87458,6   (passengers:2  crew:4),"October 22, 1975",6   (passengers:2  crew:4),098L,5,"Novgorod, Russia",Aeroflot,CCCP-87458,Syktyvkar - Vologda - Novgorod - Riga,The crew attempted a straight-in approach in fog but the plane went off course after passing the Outer Marker.  The crew descended until the undercarriage and wing contacted a building. Crew error. Attempted to land below minimumns.,1653,1975,9431736,Kazakhstan,Pilot error,attempted straight fog course passing outer marker descended undercarriage wing contacted building error attempted land minimumns,0.14339333144150826,0.013234459225456442,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,de Havilland DH114 Heron 2E,de Havilland DH114 Heron 2EVH-CLS,11   (passengers:8  crew:3),"October 23, 1975",11   (passengers:8  crew:3),?,0,"Cairns Airport, Queensland, Australia",Connair,VH-CLS,Mount Isa - Cairns,Improper approach during a storm. Crew error. Misalignment of the aircraft with the runway and abandonment of the landing approach. The pilot-in-command did not immediately initiate a climb to a safe altitude for reasons unknown.,1928,1975,14067,Australia,Pilot error,improper storm error misalignment abandonment landing command immediately initiate climb safe altitude reason unknown,0.15192032007976705,-0.03029462034129459,7,Pilot error,Pilot error,7
ACCIDENT DETAILS,Convair CV-440-12,Convair CV-440-12TAM-44,67   (passengers:63  crew:4),"October 27, 1975",67   (passengers:63  crew:4),?,0,"Tomonoco, Bolivia",TAM (Bolivia),TAM-44,Tomonoco - La Paz,The aircraft took off reaching a altitude of only 300 feet which was insufficient to clear the terrain surrounding the airport. Cause not determined. Overloaded.,0645,1975,328,,Weather-related,reaching altitude foot insufficient clear terrain surrounding determined overloaded,0.0969094061441898,0.004429225824259439,12,Weather-related,Weather-related,12
ACCIDENT DETAILS,McDonnell Douglas DC-9-32,McDonnell Douglas DC-9-32YU-AJO,120   (passengers:115  crew:5),"October 30, 1975",75   (passengers:71  crew:4),?,0,"Near Prague, Czechoslovakia",Inex Adria Aviopromet,YU-AJO,Tivat - Praha,The aircraft landed short and hit high ground during an ILS approach in fog.,0920,1975,47457/620,Serbria,Shot down/Military action,landed hit high ground il fog,0.17405095413149674,0.035790695728477206,8,Shot down/Military action,Shot down/Military action,8
